类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
粗面质,146.89,10.8764,4.0807,4.9562,3.6478,6.3291,2.351548
粗面质,140.073,11.4205,6.5391,5.5247,4.5126,6.6625,2.456202
粗面质,130.818,10.2547,4.3789,3.8491,3.9575,13.5071,2.444546
粗面质,127.083,11.127,6.2747,5.5626,4.5202,4.252,2.224228
粗面质,124.693,13.9721,3.7754,4.4534,4.5098,7.9935,2.142359
粗面质,138.184,14.2355,6.181,4.7355,3.6506,10.2904,2.288766
粗面质,132.764,11.9451,5.0935,4.5836,4.1919,10.8503,2.37086
粗面质,133.484,10.9425,6.9203,5.0074,4.0339,6.0465,2.275262
粗面质,129.119,14.2694,6.8023,3.8022,3.4822,5.8558,2.310611
粗面质,146.531,12.4518,4.0242,5.0149,4.3202,7.0389,2.577064
粗面质,138.672,14.1684,5.6038,3.979,4.5085,5.0597,2.3935
粗面质,138.711,11.7767,6.924,3.7681,4.2284,8.7751,2.183315
粗面质,135.152,12.5493,4.5665,5.6034,4.1723,13.7803,2.39186
粗面质,140.669,10.2096,4.1024,3.6553,4.1907,8.2327,2.550857
粗面质,140.639,11.8416,5.0933,4.566,4.3015,13.0281,2.135313
粗面质,146.749,13.4409,6.7843,3.6066,3.3677,9.7871,2.11301
粗面质,126.637,13.455,6.4733,3.8897,3.6295,7.5549,2.412392
粗面质,140.318,11.0411,5.9919,4.8172,4.0018,4.1438,2.207569
粗面质,135.477,10.3188,5.2446,4.56,4.0113,4.2099,2.460913
粗面质,136.424,12.7327,6.321,3.5834,3.3764,8.3699,2.316663
粗面质,124.735,11.2311,5.6191,3.4117,4.4792,8.6298,2.311386
粗面质,138.263,13.9521,4.7883,4.0056,3.8981,10.3101,2.385226
粗面质,126.337,11.6249,5.9284,4.5733,4.1443,11.5859,2.517394
粗面质,132.945,14.0692,6.4677,3.9729,3.6938,4.6425,2.306382
粗面质,141.738,12.4026,5.7067,5.3475,4.2242,12.8831,2.318905
粗面质,144.626,14.2699,6.4879,5.2702,3.574,9.6063,2.455473
粗面质,128.631,10.5148,5.4109,3.7139,4.2989,13.2214,2.464494
粗面质,134.49,10.9325,6.4277,4.7736,4.1384,9.5575,2.397584
粗面质,141.644,10.5288,4.8947,5.6204,3.8288,6.2898,2.451615
粗面质,127.562,11.433,6.6796,4.6359,3.4028,12.6741,2.236659
粗面质,131.511,12.4295,4.759,4.6193,4.1704,7.7029,2.315183
粗面质,132.325,11.8486,4.2814,3.8229,4.1036,12.1354,2.150225
粗面质,143.879,12.1373,5.7993,4.9364,4.5025,8.8599,2.393302
粗面质,127.893,11.2676,4.831,3.8024,3.8245,12.8458,2.596123
粗面质,124.836,14.3105,3.6185,3.6477,4.0532,9.5536,2.524756
粗面质,138.293,13.7869,5.7041,5.0517,3.5086,11.2809,2.172798
粗面质,134.672,13.3395,6.5599,4.1721,4.2783,4.7404,2.372851
粗面质,130.135,12.8235,5.9738,5.2314,3.4325,11.3188,2.131536
粗面质,136.246,14.1294,5.7892,4.8,4.0592,13.8422,2.19257
粗面质,126.504,11.8379,5.4335,4.7933,4.0263,6.0611,2.165029
粗面质,137.68,12.6513,5.0464,5.4502,4.2202,6.2432,2.337633
粗面质,139.567,12.5257,5.9524,4.8103,4.0506,6.0977,2.389566
粗面质,134.518,12.0107,6.5744,5.3776,3.9445,7.5641,2.554991
粗面质,131.727,12.8028,4.7284,5.3287,3.5703,10.0276,2.544479
粗面质,125.744,13.8677,5.2521,5.1637,4.4464,9.1642,2.352919
粗面质,138.375,14.151,4.1285,5.3831,3.814,8.9968,2.203706
粗面质,137.179,10.3084,6.8356,3.9903,4.3647,5.4972,2.586035
粗面质,143.211,10.7376,5.8919,4.1815,4.5265,5.8819,2.469686
粗面质,144.317,12.1518,3.7439,3.4553,4.4933,5.0341,2.467244
粗面质,131.807,10.225,4.4791,3.508,3.6434,12.9177,2.255203
粗面质,134.143,10.4258,5.6653,5.25,3.9694,7.8727,2.149026
粗面质,141.147,13.5906,6.0785,3.4182,3.8105,11.5547,2.193214
粗面质,146.825,14.3826,5.5091,4.7907,3.4515,8.1447,2.593748
粗面质,129.112,10.2333,4.386,4.1998,3.9402,9.2314,2.431989
粗面质,136.592,10.6521,5.2162,5.0068,3.5606,11.9704,2.261907
粗面质,143.31,10.9276,4.8731,3.495,3.5721,10.2686,2.344616
粗面质,132.348,10.0414,6.017,4.7877,4.2277,4.8212,2.375098
粗面质,143.46,10.8769,6.7517,4.7174,3.9236,9.1178,2.592667
粗面质,127.113,11.2128,5.8098,3.6395,3.4471,5.0098,2.150729
粗面质,125.566,12.0741,4.2916,3.7005,3.986,4.7079,2.332217
粗面质,140.976,11.6407,6.9968,4.385,3.5124,6.1179,2.355222
粗面质,143.512,11.8421,4.1875,3.4668,4.2972,11.8966,2.438698
粗面质,125.148,14.3076,3.7874,3.5143,3.7766,11.183,2.270766
粗面质,125.915,11.3913,4.2507,5.021,3.8276,13.1221,2.568228
粗面质,142.627,10.3337,4.7551,5.005,4.2109,4.0572,2.294325
粗面质,128.245,12.9134,5.5062,3.7416,4.5645,9.9924,2.462174
粗面质,125.161,11.3397,4.8608,4.1832,3.6124,12.3508,2.388241
粗面质,146.45,12.8546,4.2645,4.9497,3.6124,11.1422,2.496131
粗面质,125.07,11.775,6.1662,4.6795,4.2662,6.7851,2.277079
粗面质,125.237,10.5984,5.6258,5.2149,4.4493,13.7469,2.236427
粗面质,127.4,11.416,5.0292,3.8724,4.1029,8.5893,2.352641
粗面质,138.662,13.8304,6.718,3.5318,4.5273,6.5667,2.156062
粗面质,144.695,13.4561,4.9789,3.8577,3.743,12.3458,2.236448
粗面质,124.713,12.1203,5.7624,4.1236,3.3452,9.3625,2.29404
粗面质,133.578,14.2773,4.905,3.8092,3.9479,5.708,2.485085
粗面质,135.037,13.6353,5.6256,5.2961,3.9074,10.5021,2.28988
粗面质,136.93,10.7368,5.7427,4.4922,3.8864,12.3456,2.177915
粗面质,136.629,13.2409,5.0667,4.6854,4.1887,7.5898,2.388274
粗面质,144.927,14.4992,6.8915,3.5577,3.8728,5.2101,2.37009
粗面质,138.94,10.2833,6.1517,5.0044,3.9454,10.5535,2.203143
粗面质,129.868,11.5554,5.4171,4.0733,4.472,9.5908,2.595052
粗面质,124.294,11.5342,4.7813,3.7423,4.0365,5.2278,2.540667
粗面质,126.902,10.0734,5.4016,4.0159,3.8608,7.0582,2.251635
粗面质,142.262,12.481,5.431,3.6308,4.5117,4.5013,2.223364
粗面质,129.638,11.5924,6.0004,3.9536,4.1362,9.2837,2.257427
粗面质,139.973,11.888,6.3493,4.2586,4.0786,5.1631,2.338674
粗面质,146.479,12.8142,5.3876,4.8214,3.8037,5.0614,2.204073
粗面质,137.251,13.5424,4.2634,3.425,3.8236,11.7049,2.160707
粗面质,141.834,13.9264,4.9552,4.8975,4.5244,8.687,2.414413
粗面质,131.496,13.0721,6.793,4.0765,3.7043,8.5855,2.13997
粗面质,136.651,13.5852,5.3394,4.13,3.7645,13.3595,2.236436
粗面质,145.803,13.8248,5.8915,4.9285,4.4345,4.9089,2.405659
粗面质,145.949,12.0935,3.664,4.8744,4.4211,9.7902,2.261156
粗面质,134.186,13.4432,6.8017,3.5005,3.8054,7.3238,2.430172
粗面质,130.609,12.1378,6.8191,3.8768,3.6416,11.1314,2.215045
粗面质,139.308,10.1825,3.6952,5.1434,3.3961,7.4764,2.417968
粗面质,127.655,12.5895,5.1046,4.2436,3.4999,6.3861,2.247992
粗面质,143.481,14.037,5.7661,3.5361,4.3621,8.4749,2.119525
粗面质,130.012,12.4986,6.8731,4.3512,3.8684,7.0479,2.223497
粗面质,133.279,12.9523,5.9539,4.9454,3.5057,13.1386,2.264621
粗面质,140.688,12.9795,6.0238,4.8402,3.9916,4.0064,2.54643
粗面质,130.553,10.0071,6.314,4.1458,4.0257,5.239,2.288796
粗面质,128.47,13.2853,4.8977,5.472,3.4378,10.0551,2.289098
粗面质,135.78,10.529,6.4374,4.9536,4.1718,9.1374,2.380682
粗面质,145.014,12.4862,4.7871,3.9336,3.5722,12.6,2.303773
粗面质,127.852,10.2562,4.9887,3.5202,3.7985,10.922,2.150052
粗面质,129.345,12.5114,3.877,4.4146,3.6758,9.9417,2.387894
粗面质,146.243,11.3879,6.7375,4.2341,4.3935,10.7987,2.489457
粗面质,125.281,14.2334,3.6967,3.6617,3.4661,10.388,2.338392
粗面质,137.64,10.2126,5.1869,3.7797,3.6804,6.9044,2.348343
粗面质,145.026,10.986,4.405,4.4054,3.8718,7.5238,2.568889
粗面质,131.204,13.224,6.206,3.8016,4.3389,10.1617,2.324613
粗面质,128.613,10.6853,4.96,5.4563,3.7084,5.9648,2.152086
粗面质,126.199,14.4719,4.7689,3.4159,4.4001,13.6758,2.133424
粗面质,133.428,10.254,4.9647,5.0586,4.0425,9.2101,2.157686
粗面质,126.275,12.8226,5.5394,5.5169,4.5522,6.3688,2.560951
粗面质,141.283,11.9882,6.4356,3.6865,4.1603,13.879,2.148379
粗面质,140.942,12.8768,5.4557,5.0746,4.24,13.0484,2.302063
粗面质,140.135,13.0592,4.6174,3.6725,4.3077,13.0259,2.146667
粗面质,143.842,12.8689,5.927,4.3595,4.3101,4.0819,2.124102
粗面质,125.568,13.1342,3.7743,4.1422,3.3078,6.6521,2.226027
粗面质,144.585,13.8397,3.6338,4.0109,4.3535,10.3364,2.180559
粗面质,124.312,11.4881,4.9444,5.138,4.064,4.6409,2.587759
粗面质,144.111,13.5227,5.9562,5.6061,4.1592,4.2085,2.479608
粗面质,136.84,11.0698,6.6464,3.6885,3.4156,7.0844,2.263368
粗面质,136.352,13.5344,5.8404,3.4002,4.0427,8.9485,2.375545
粗面质,125.267,11.924,5.4767,5.0999,3.7362,10.8315,2.561791
粗面质,129.975,12.9872,4.185,4.4966,4.3707,6.9266,2.470856
粗面质,134.694,12.819,5.8821,5.6791,4.5185,8.0361,2.139691
粗面质,145.265,13.2019,6.2262,4.6774,3.5971,12.8639,2.549996
粗面质,146.099,13.618,6.9116,4.9827,4.2391,4.8459,2.532971
粗面质,129.45,10.3367,6.3135,5.3504,3.3793,8.5347,2.521047
粗面质,134.396,14.365,3.6837,4.5739,4.2286,12.0142,2.553071
粗面质,132.263,12.866,5.6017,5.3263,4.3035,13.3761,2.366716
粗面质,134.754,10.7098,6.8728,4.7556,3.8399,8.0008,2.323886
粗面质,141.8,10.5949,4.4747,4.5575,4.009,5.7502,2.410004
粗面质,126.495,13.8133,6.1588,5.2017,4.3075,12.2102,2.439405
粗面质,145.613,10.0383,5.8155,4.5356,4.2051,4.7754,2.356299
粗面质,138.012,10.3537,5.7214,4.3991,4.0933,4.4829,2.366362
粗面质,137.089,13.3479,6.4559,4.0841,4.5129,11.6806,2.164203
粗面质,144.152,12.9563,5.3324,4.648,3.7262,5.5159,2.278656
粗面质,146.137,12.3285,5.1714,5.6212,3.5771,4.4587,2.299045
粗面质,140.364,13.878,4.9717,3.9926,3.3353,9.1183,2.233988
粗面质,141.808,12.8228,4.1294,5.0613,3.7245,9.1643,2.436744
粗面质,127.161,10.3377,6.5352,3.6347,3.604,6.4923,2.578464
粗面质,138.226,13.7471,4.2089,5.4744,3.394,13.205,2.554678
粗面质,146.732,10.0051,4.8407,4.3986,3.7383,13.9755,2.550207
粗面质,124.758,12.2402,4.261,4.2626,3.3535,5.1465,2.500653
粗面质,127.241,12.4754,4.7619,3.846,4.292,8.5236,2.427784
粗面质,125.346,11.199,4.3836,3.7745,3.7442,5.9821,2.528287
粗面质,138.918,10.7274,5.5581,3.5467,3.4737,10.9834,2.303524
粗面质,125.514,10.1909,6.3125,4.8281,4.2766,7.1076,2.341879
粗面质,134.636,10.0197,5.6445,4.1729,3.8613,13.9197,2.263074
粗面质,128.977,11.953,5.5377,4.3534,3.8992,4.8361,2.301238
粗面质,126.895,13.1954,6.4972,5.6102,3.5798,6.1706,2.515314
粗面质,124.756,11.5325,6.1296,4.9851,3.6045,5.1806,2.444655
粗面质,134.353,13.8562,4.3243,3.882,4.3552,7.0624,2.555807
粗面质,137.667,10.816,4.9843,4.8695,4.4129,13.4252,2.47439
粗面质,127.6,13.8514,6.0847,5.4455,4.4607,4.8897,2.446788
粗面质,138.63,10.9621,5.6678,5.1705,3.7751,13.4586,2.309699
粗面质,130.817,10.5754,5.0255,4.1889,4.2671,13.6158,2.345035
粗面质,137.915,13.2036,6.5856,3.4907,3.3467,5.7094,2.246556
粗面质,126.61,11.1638,4.1243,4.684,3.6012,7.1271,2.222499
粗面质,144.421,13.0617,3.8754,4.6442,4.3335,5.0926,2.456078
粗面质,125.195,10.6542,4.2963,4.221,3.761,11.7342,2.17127
粗面质,133.955,14.2299,6.1427,5.4606,3.6936,6.5781,2.463902
粗面质,146.654,13.5515,4.9938,5.3634,4.0414,13.7492,2.208127
粗面质,127.644,10.3638,6.3675,5.6993,3.4666,7.6036,2.28638
粗面质,144.868,12.488,4.4851,5.6501,4.4446,5.5782,2.577289
粗面质,140.469,10.0339,3.8579,5.607,4.4512,5.2415,2.287251
粗面质,137.482,13.2396,3.7176,4.9923,3.8378,5.5402,2.280605
粗面质,131.001,10.3893,6.8675,5.5135,4.4564,10.3138,2.502671
粗面质,146.691,10.6831,6.9644,4.2876,4.0033,4.0946,2.123754
粗面质,136.536,11.9413,5.1918,3.7777,3.6456,9.1347,2.120459
粗面质,132.12,10.9052,4.0286,4.3713,3.5001,6.1352,2.198206
粗面质,135.331,12.6189,6.7626,4.4498,4.3168,11.399,2.311357
粗面质,129.817,13.3314,4.4487,4.0269,3.3127,12.2859,2.521499
粗面质,124.931,11.8414,5.7604,4.0037,3.4833,12.9382,2.284798
粗面质,134.046,10.7661,4.2782,4.9804,3.9207,5.9053,2.221017
粗面质,137.815,11.5992,5.654,5.3039,4.0172,10.5162,2.296238
粗面质,125.246,11.9848,5.9389,4.3154,3.3318,11.6753,2.147347
粗面质,134.846,10.9775,3.7984,4.3536,4.1467,8.5155,2.197134
粗面质,142.548,11.6182,4.8284,4.207,4.2648,12.2335,2.187238
粗面质,146.032,12.7972,4.1969,4.7845,4.348,9.8381,2.573807
粗面质,133.713,10.8939,6.0014,3.7667,3.7013,13.0238,2.186911
粗面质,136.942,12.8103,6.5998,3.6078,4.5151,12.919,2.450479
粗面质,133.239,13.5266,3.9378,5.505,4.3785,8.3435,2.495183
粗面质,132.603,11.9126,4.8585,3.8381,4.2811,12.4279,2.24781
粗面质,145.627,10.8719,6.7615,3.6163,4.5267,13.3412,2.429043
粗面质,132.861,13.1492,5.721,3.5636,3.9904,9.9293,2.331982
粗面质,142.184,14.3896,4.0602,4.2387,3.3192,12.2576,2.510759
粗面质,127.627,13.2162,6.5865,5.2077,4.4129,7.4716,2.190743
粗面质,144.366,10.6224,5.9352,3.8502,4.3453,11.6913,2.328033
粗面质,131.433,13.8993,4.9308,5.4875,3.3748,5.4034,2.179376
粗面质,124.448,14.3689,5.5464,4.5292,3.691,13.0439,2.412485
粗面质,142.251,11.57,4.4928,5.4749,3.8178,8.5094,2.474796
粗面质,130.712,12.7852,6.9552,5.0103,4.2547,7.4305,2.134698
粗面质,131.871,11.4886,6.3645,5.3225,4.1731,11.2177,2.127648
粗面质,132.615,11.3315,6.0464,4.275,3.8717,6.3904,2.442462
粗面质,145.485,10.3734,5.2055,5.4756,3.4075,7.2254,2.216034
粗面质,126.312,14.4182,5.4966,3.7908,3.5897,5.355,2.131127
粗面质,140.023,11.388,5.7711,5.5159,4.5227,4.4982,2.545049
粗面质,139.003,11.5569,5.7939,3.8283,4.187,13.5779,2.52473
粗面质,145.669,12.9681,3.6103,4.7932,3.8617,13.1059,2.544031
粗面质,143.499,11.3279,6.5122,5.1183,3.7123,8.0974,2.317696
粗面质,124.507,12.5101,6.5563,3.971,4.1998,7.4235,2.283248
粗面质,146.097,10.3895,5.334,4.2962,3.7355,8.4568,2.116834
粗面质,139.75,11.0396,6.1688,3.6758,3.7956,8.5295,2.245543
粗面质,141.669,14.2964,4.1597,3.8453,3.5593,11.1119,2.373546
粗面质,143.851,11.2851,5.6119,5.1236,3.4966,8.3811,2.408529
粗面质,140.071,14.0895,5.3439,4.2806,3.3097,9.0106,2.276526
粗面质,144.767,13.8029,5.6796,4.7703,4.0242,7.779,2.559198
粗面质,128.662,10.9022,4.7755,5.3443,3.6369,6.4864,2.239785
粗面质,129.366,13.2421,3.7965,5.0748,4.022,6.8661,2.559892
粗面质,142.365,10.4172,5.531,4.4336,3.901,7.2267,2.250833
粗面质,128.698,11.2057,5.3517,3.7114,3.6591,13.7464,2.14412
粗面质,133.419,11.4638,4.3145,4.5009,3.9714,7.737,2.530931
粗面质,126.256,11.3501,4.4165,4.4619,3.8044,11.9336,2.348445
粗面质,135.865,14.3715,6.9813,3.9698,4.0983,11.244,2.474567
粗面质,131.579,11.0383,3.6473,4.6359,3.7934,9.9781,2.276361
粗面质,142.361,10.871,3.8155,4.3928,3.821,9.0445,2.20214
粗面质,137.857,12.6928,6.1685,3.8266,4.1404,6.6663,2.115311
粗面质,125.117,12.8821,4.5409,5.4483,3.3992,13.6767,2.222821
粗面质,128.996,11.4519,4.9508,5.0946,3.898,7.3107,2.557216
粗面质,146.891,12.5877,5.8718,4.3542,3.5451,11.8235,2.505778
粗面质,127.814,11.9874,4.5959,5.6051,3.815,5.5791,2.486497
粗面质,124.58,10.8128,5.197,5.2199,4.359,5.8915,2.199557
粗面质,127.779,11.1933,6.1442,4.0279,3.5105,11.2963,2.572907
粗面质,140.055,12.4647,6.0812,4.7369,4.2772,5.647,2.342867
粗面质,140.74,13.9663,4.1194,5.5046,3.6859,8.458,2.589584
粗面质,126.045,14.1596,6.1532,5.1214,4.1481,5.185,2.193746
粗面质,138.294,13.799,4.203,4.8574,4.2844,8.9571,2.545483
粗面质,146.592,13.5653,6.7733,4.5522,4.0607,13.6655,2.277846
粗面质,141.61,10.2818,3.6497,4.3483,3.8607,12.7562,2.457438
粗面质,128.492,13.9767,4.8137,5.0411,3.6845,5.6262,2.501862
粗面质,142.845,10.0055,5.1752,5.1071,4.4252,10.5745,2.386324
粗面质,129.624,11.6859,6.7098,4.9529,3.6702,5.3572,2.293357
粗面质,131.283,13.6604,6.497,5.0351,3.3322,10.8776,2.419934
粗面质,144.479,14.1525,3.9263,4.0658,3.9919,6.6963,2.505924
粗面质,135.553,14.1788,5.736,5.6554,3.7563,6.641,2.19139
粗面质,124.223,10.3179,3.991,4.0794,4.1526,7.513,2.363353
粗面质,137.142,11.932,6.7603,4.6396,4.2,4.5124,2.16118
粗面质,131.594,10.2405,5.3552,5.6622,4.548,7.3702,2.547809
粗面质,142.568,13.5887,6.5263,3.6033,3.9203,11.2273,2.208706
粗面质,142.629,14.4913,6.421,3.903,3.9521,5.2686,2.572527
粗面质,133.443,10.5567,5.068,5.5126,4.3478,13.3982,2.395677
粗面质,143.904,13.8959,6.6384,3.6113,3.9828,9.8832,2.302511
粗面质,135.251,10.8868,5.2801,3.7199,4.5745,4.5512,2.493846
粗面质,141.331,11.2441,4.0993,4.6878,4.4284,12.6533,2.192478
粗面质,128.939,13.2513,4.3497,4.1213,4.4656,7.2407,2.242099
粗面质,129.56,10.2638,4.5475,4.1303,3.4593,11.8529,2.517141
粗面质,135.084,12.2493,4.02,4.0595,4.0437,8.6813,2.274024
粗面质,145.428,13.8707,5.4177,4.0032,4.4662,9.4905,2.548429
粗面质,134.32,11.8184,5.3725,4.6575,3.6159,4.3804,2.543961
粗面质,136.753,13.9563,6.6446,4.5272,4.0988,8.0873,2.575678
粗面质,143.623,10.216,6.2341,3.9005,3.5357,10.4569,2.217209
粗面质,125.504,10.0647,5.717,4.5797,3.778,9.4944,2.227691
粗面质,129.539,10.7101,5.4401,4.6181,3.427,5.528,2.480663
粗面质,140.507,12.0695,5.2228,4.285,4.4217,7.9805,2.20891
粗面质,138.526,14.3953,5.8363,3.5814,4.1703,4.9286,2.1255
粗面质,128.807,10.1074,5.8653,5.0019,3.9802,8.0461,2.374518
粗面质,137.369,11.091,5.596,4.3331,3.6979,7.3395,2.436178
粗面质,137.065,13.3507,4.4554,3.9405,4.0967,11.3012,2.562426
粗面质,134.119,13.2179,4.4195,5.5343,4.1446,11.3621,2.440613
粗面质,140.241,13.2721,4.1077,4.2125,3.7878,12.8058,2.414088
粗面质,131.774,13.3103,6.9081,4.5905,3.6436,9.0969,2.445697
粗面质,141.272,12.6835,6.2173,5.4284,4.1165,7.8402,2.177997
粗面质,142.956,14.1546,4.8504,5.017,4.5764,10.4328,2.196302
粗面质,145.922,13.7677,6.3102,3.7262,4.09,13.4116,2.464112
粗面质,127.787,12.7619,6.6171,4.0395,3.6193,9.8631,2.254065
粗面质,134.891,10.7578,4.0753,4.6935,3.7208,13.333,2.385852
粗面质,130.279,10.5295,5.7666,4.5067,3.3692,10.8225,2.377889
粗面质,131.816,12.825,5.4843,4.7338,3.4218,6.4667,2.436667
粗面质,146.956,11.5725,6.0846,4.9424,4.2618,11.7664,2.37582
粗面质,132.237,11.8245,5.0904,5.0572,4.0236,11.162,2.315217
粗面质,129.673,11.0436,3.7181,3.6522,3.8656,8.0778,2.226812
粗面质,140.961,10.4385,5.8801,4.7126,4.1566,12.3943,2.483951
粗面质,127.455,14.19,4.8656,4.6006,3.3728,6.4694,2.551271
粗面质,135.609,14.3605,6.4114,4.4787,4.2535,7.9266,2.120245
粗面质,143.403,11.1522,6.7992,5.6289,3.3031,4.2863,2.514286
粗面质,127.777,11.9476,4.7737,4.243,4.41,13.9756,2.366475
粗面质,138.278,13.1401,3.7055,3.598,4.2899,9.6311,2.355689
粗面质,129.645,11.6241,5.8635,4.1271,4.5045,10.4958,2.255494
粗面质,138.204,13.1605,5.5947,5.0682,3.5092,10.9116,2.160285
粗面质,141.605,12.0519,6.4668,5.0255,4.1922,6.3846,2.514793
粗面质,136.27,14.4197,4.6344,3.4059,3.9271,8.5972,2.44201
粗面质,130.088,13.7361,4.4074,3.7134,4.412,9.3751,2.243776
粗面质,141.686,11.6459,5.9194,3.4871,4.1797,8.0848,2.244048
粗面质,134.244,11.3327,6.6354,3.6207,4.1177,5.1232,2.416122
粗面质,132.309,12.146,4.5974,3.4319,3.451,8.8771,2.34592
粗面质,142.76,13.2835,5.7496,4.2542,3.6788,8.7525,2.316254
粗面质,124.588,11.0897,6.9393,4.7217,4.3331,6.4018,2.143888
粗面质,130.134,12.5769,4.2155,4.3689,4.5381,10.4682,2.184599
粗面质,142.007,10.9421,4.7475,4.1824,4.4895,10.1396,2.115363
粗面质,125.869,13.1703,4.7689,4.6549,3.6654,13.4152,2.558174
粗面质,136.823,10.1912,5.0978,5.3101,4.0167,6.9514,2.377503
粗面质,134.456,11.3609,5.5392,4.0666,3.406,4.7585,2.583636
粗面质,133.421,10.4535,4.3976,4.1276,4.5491,4.8347,2.509569
粗面质,136.516,13.5226,4.0042,3.5291,4.1905,11.6182,2.517507
粗面质,128.904,14.2996,5.4971,4.3776,4.1917,5.2729,2.14794
粗面质,128.603,11.139,3.6682,3.8163,4.2774,10.3882,2.455429
粗面质,125.167,13.2499,6.3411,5.1799,3.5188,12.867,2.173435
粗面质,124.575,11.0258,4.4911,4.4755,4.3441,8.2471,2.221576
粗面质,144.299,10.1009,4.6593,3.7032,4.4264,12.9751,2.309817
粗面质,145.971,12.8043,6.5234,4.9767,3.7461,5.4486,2.504776
粗面质,142.769,12.8044,5.1025,3.8981,3.5958,13.8045,2.366901
粗面质,125.949,10.1181,4.7441,5.0774,4.0264,13.0942,2.439075
粗面质,143.027,11.1179,3.9758,5.0924,3.8728,9.5613,2.581728
粗面质,136.309,14.3003,3.9166,5.5862,3.4,9.0664,2.441252
粗面质,141.817,11.1398,5.5239,5.6536,4.3329,12.1966,2.113489
粗面质,137.265,11.7521,3.6224,3.5855,4.5957,10.3642,2.264515
粗面质,140.471,13.5689,5.7361,3.9321,3.7049,6.1867,2.527063
粗面质,143.872,13.8437,5.3539,5.6446,4.2961,7.5243,2.551797
粗面质,125.458,11.9278,5.632,5.4296,4.0861,8.4962,2.35424
粗面质,132.713,11.8074,5.6886,3.6296,3.8462,12.4713,2.335739
粗面质,132.057,12.1301,4.718,4.4879,3.384,11.1743,2.247636
粗面质,125.024,12.449,3.8165,5.0636,4.2262,10.7665,2.388464
粗面质,140.073,12.0193,3.92,4.2017,3.4006,8.7312,2.515189
粗面质,135.235,11.8996,5.6494,3.4669,4.1336,8.6242,2.278449
粗面质,143.389,11.877,4.2284,4.5216,4.1468,5.1234,2.221096
粗面质,143.55,13.4411,6.6146,5.2352,3.9258,13.3921,2.21263
粗面质,135.135,13.578,3.9479,4.3022,3.8264,10.7495,2.29107
粗面质,140.675,12.8592,6.2411,4.1749,4.2698,7.9613,2.570494
粗面质,131.602,11.3527,6.2225,3.7379,3.4509,9.5168,2.414619
粗面质,138.872,14.2895,6.2927,3.4445,4.0912,5.0226,2.124117
粗面质,144.483,10.1294,6.3458,4.9628,3.3227,10.1393,2.245895
粗面质,129.13,13.7923,4.8517,5.4693,4.1534,9.3505,2.564497
粗面质,139.987,12.8889,5.6407,5.2213,4.0712,9.2398,2.257186
粗面质,133.907,10.6769,6.7609,4.9321,4.5112,9.1336,2.372732
粗面质,132.751,11.6149,5.0511,4.3019,3.7293,4.3291,2.256774
粗面质,143.962,13.993,4.0773,4.0569,4.069,7.0345,2.381525
粗面质,133.244,12.2549,5.4855,4.5972,4.2879,4.9801,2.43902
粗面质,133.642,10.639,5.1118,3.5725,4.4358,5.0896,2.335516
粗面质,139.186,13.3623,4.4453,5.2308,4.3098,9.5117,2.362246
粗面质,129.827,13.4556,3.8754,3.8021,3.5546,5.7314,2.229484
粗面质,127.438,13.3243,5.1839,4.686,4.2069,7.6147,2.340532
粗面质,137.144,10.9468,5.0669,4.1125,3.5483,8.8806,2.261199
粗面质,134.07,10.9226,5.4907,4.8414,3.6293,7.1759,2.393952
粗面质,143.203,11.8989,3.784,4.7506,4.5271,8.0041,2.474131
粗面质,136.937,11.4021,4.3892,3.8325,3.469,13.6024,2.24824
粗面质,126.431,12.8431,4.0101,4.6358,3.9037,11.0672,2.499767
粗面质,146.74,12.7451,5.5766,3.7675,4.1286,11.9649,2.437655
粗面质,124.304,13.3724,5.8501,5.0931,4.3865,5.2055,2.308466
粗面质,141.637,10.6457,3.8349,3.4475,3.4241,8.734,2.431558
粗面质,131.108,14.3479,4.203,5.4696,3.9063,7.2114,2.34833
粗面质,124.453,12.7087,5.8912,4.6897,3.7111,8.512,2.586149
粗面质,128.314,14.3339,4.3946,5.1719,4.1569,4.5994,2.48815
粗面质,137.654,11.602,3.9771,5.3141,4.1239,9.0184,2.186628
粗面质,142.796,11.8534,3.7149,4.8087,4.3318,13.8026,2.189779
粗面质,139.376,12.1878,5.8675,5.6811,3.9177,9.8878,2.412321
粗面质,143.232,12.1042,4.797,4.972,3.5856,5.0171,2.354042
粗面质,131.64,13.064,4.8388,4.0177,3.5772,6.7488,2.15017
粗面质,132.767,11.1536,6.9746,5.0091,4.5433,11.0123,2.504904
粗面质,137.15,10.7838,6.2139,3.5352,3.7457,12.5807,2.259288
粗面质,131.315,11.0608,4.34,5.1793,4.2123,11.7681,2.239462
粗面质,140.852,11.0742,3.8754,4.1226,4.1226,9.8808,2.563826
粗面质,135.886,13.9091,4.2128,3.9506,3.9028,12.2417,2.17053
粗面质,141.869,13.9895,5.1678,4.2794,4.2466,6.3603,2.122824
粗面质,140.465,10.5478,4.219,3.5936,3.5937,4.9559,2.141236
粗面质,135.671,10.7026,5.525,4.0014,3.4303,13.1989,2.332839
粗面质,140.371,13.5281,4.9122,4.0171,3.4305,6.7666,2.195723
